rank,name,platform,platform_full,Console_manufacturer,Generation,Handheld,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,Exclusive
12729,Lost Kingdoms II,GC,GameCube,Nintendo,6th,N,2003,Role-Playing,Activision,0.04,0.01,0,0,0.06,Exclusive
9860,Lost Magic,DS,Nintendo DS,Nintendo,7th,Y,2006,Role-Playing,Ubisoft,0.09,0,0.02,0.01,0.12,Exclusive
2272,Lost Odyssey,X360,Xbox 360,Microsoft,7th,N,2007,Role-Playing,Microsoft Game Studios,0.45,0.27,0.11,0.09,0.92,Exclusive
2162,Lost Planet 2,PS3,PlayStation 3,SONY,7th,N,2010,Shooter,Capcom,0.29,0.34,0.2,0.13,0.96,Non-Exclusive
2699,Lost Planet 2,X360,Xbox 360,Microsoft,7th,N,2010,Shooter,Capcom,0.38,0.24,0.08,0.06,0.76,Non-Exclusive
7290,Lost Planet 3,PS3,PlayStation 3,SONY,7th,N,2013,Shooter,Capcom,0.07,0.06,0.06,0.03,0.22,Non-Exclusive
9780,Lost Planet 3,X360,Xbox 360,Microsoft,7th,N,2013,Shooter,Capcom,0.07,0.04,0.01,0.01,0.12,Non-Exclusive
1459,Lost Planet: Extreme Condition,X360,Xbox 360,Microsoft,7th,N,2006,Shooter,Capcom,1.09,0.04,0.1,0.11,1.34,Non-Exclusive
3148,Lost Planet: Extreme Condition,PS3,PlayStation 3,SONY,7th,N,2008,Shooter,Capcom,0.31,0.17,0.07,0.09,0.64,Non-Exclusive
3915,Lost: Via Domus,PS3,PlayStation 3,SONY,7th,N,2008,Action,Ubisoft,0.19,0.23,0,0.09,0.51,Non-Exclusive
3427,Lost: Via Domus,X360,Xbox 360,Microsoft,7th,N,2008,Action,Ubisoft,0.18,0.34,0,0.07,0.59,Non-Exclusive
15980,Lotus Challenge,GC,GameCube,Nintendo,6th,N,2004,Racing,Ignition Entertainment,0.01,0,0,0,0.02,Exclusive
9938,Love Live! School Idol Paradise,PSV,PlayStation Vita,SONY,8th,Y,2014,Misc,Kadokawa Games,0,0,0.12,0,0.12,Exclusive
15180,Love Once: Mermaid's Tears,PS3,PlayStation 3,SONY,7th,N,2011,Adventure,Unknown,0,0,0.02,0,0.02,Exclusive
6470,Love Plus,DS,Nintendo DS,Nintendo,7th,Y,2009,Simulation,Konami Digital Entertainment,0,0,0.26,0,0.26,Exclusive
6962,Love Plus +,DS,Nintendo DS,Nintendo,7th,Y,2010,Simulation,Konami Digital Entertainment,0,0,0.23,0,0.23,Exclusive
9775,Lovely Lisa,DS,Nintendo DS,Nintendo,7th,Y,2007,Simulation,DHM Interactive,0.11,0,0,0.01,0.12,Exclusive
9472,Lovely Lisa and Friends,DS,Nintendo DS,Nintendo,7th,Y,2010,Simulation,Tomy Corporation,0.12,0,0,0.01,0.13,Exclusive
15564,Lovely x Cation 1 & 2,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,5pb,0,0,0.02,0,0.02,Exclusive
6547,Loving Life with Hello Kitty & Friends,DS,Nintendo DS,Nintendo,7th,Y,2011,Misc,Rising Star Games,0.15,0.08,0,0.02,0.26,Exclusive
6443,Lowrider,PS2,PlayStation 2,SONY,6th,N,2002,Misc,Pacific Century Cyber Works,0.11,0.09,0.03,0.03,0.26,Exclusive
10492,Lucha Libre AAA: Heroes del Ring,PS3,PlayStation 3,SONY,7th,N,2010,Fighting,Konami Digital Entertainment,0.1,0,0,0.01,0.1,Non-Exclusive
13000,Lucha Libre AAA: Heroes del Ring,X360,Xbox 360,Microsoft,7th,N,2010,Fighting,Konami Digital Entertainment,0.05,0,0,0,0.05,Non-Exclusive
12193,Lucian Bee's: Justice Yellow / Evil Violet,PS2,PlayStation 2,SONY,6th,N,2010,Adventure,5pb,0,0,0.07,0,0.07,Exclusive
16472,Lucian Bee's: Resurrection Supernova,PS2,PlayStation 2,SONY,6th,N,2009,Adventure,5pb,0,0,0.01,0,0.01,Exclusive
10700,Lucky * Star: Ryouou Gakuen Outousai,PS2,PlayStation 2,SONY,6th,N,2008,Adventure,Kadokawa Shoten,0,0,0.1,0,0.1,Exclusive
6880,Lucky Luke,PS,PlayStation,SONY,5th,N,1998,Platform,Ocean,0.13,0.09,0,0.02,0.24,Exclusive
8486,Lufia: Curse of the Sinistrals,DS,Nintendo DS,Nintendo,7th,Y,2010,Role-Playing,Square Enix,0.12,0,0.03,0.01,0.16,Exclusive
12896,Lufia: The Ruins of Lore,GBA,Game Boy Advance,Nintendo,6th,Y,2002,Role-Playing,Taito,0.04,0.01,0,0,0.05,Exclusive
357,Luigi's Mansion,GC,GameCube,Nintendo,6th,N,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,Exclusive
235,Luigi's Mansion: Dark Moon,3DS,Nintendo 3DS,Nintendo,8th,Y,2013,Action,Nintendo,1.78,1.39,1.1,0.3,4.58,Exclusive
5841,Lumines ll,PSP,PlayStation Portable,SONY,7th,Y,2006,Puzzle,Disney Interactive Studios,0.12,0.12,0,0.07,0.3,Exclusive
6495,Lumines: Electronic Symphony,PSV,PlayStation Vita,SONY,8th,Y,2012,Misc,Ubisoft,0.11,0.1,0.01,0.05,0.26,Exclusive
1847,Lumines: Puzzle Fusion,PSP,PlayStation Portable,SONY,7th,Y,2004,Puzzle,Ubisoft,0.52,0.35,0,0.23,1.11,Exclusive
6850,Luminous Arc,DS,Nintendo DS,Nintendo,7th,Y,2007,Role-Playing,Rising Star Games,0.16,0,0.06,0.01,0.24,Exclusive
7049,Luminous Arc 2,DS,Nintendo DS,Nintendo,7th,Y,2008,Role-Playing,Rising Star Games,0.21,0,0,0.02,0.23,Exclusive
10760,Luminous Arc 2 (JP sales),DS,Nintendo DS,Nintendo,7th,Y,2008,Role-Playing,Unknown,0,0,0.1,0,0.1,Exclusive
14099,Luminous Arc 3,DS,Nintendo DS,Nintendo,7th,Y,2009,Role-Playing,Marvelous Interactive,0,0,0.04,0,0.04,Exclusive
13027,Luminous Arc Infinity,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Marvel Entertainment,0,0,0.05,0,0.05,Exclusive
10216,Lunacy,SAT,Sega Saturn,SEGA,5th,N,1996,Adventure,Sega,0,0,0.11,0,0.11,Exclusive
9964,Lunar 2: Eternal Blue,SAT,Sega Saturn,SEGA,5th,N,1998,Role-Playing,Kadokawa Shoten,0,0,0.12,0,0.12,Exclusive
5339,Lunar 2: Eternal Blue Complete,PS,PlayStation,SONY,5th,N,1999,Role-Playing,Kadokawa Shoten,0.19,0.13,0,0.02,0.35,Exclusive
9006,"Lunar 2: Eternal Blue(sales, but wrong system)",GEN,Sega Genesis,SEGA,4th,N,1994,Role-Playing,Game Arts,0,0,0.14,0,0.14,Exclusive
6949,Lunar Knights,DS,Nintendo DS,Nintendo,7th,Y,2006,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.02,0.24,Exclusive
7886,Lunar Legend,GBA,Game Boy Advance,Nintendo,6th,Y,2002,Role-Playing,Media Rings,0.14,0.05,0,0,0.19,Exclusive
9745,Lunar: Dragon Song,DS,Nintendo DS,Nintendo,7th,Y,2005,Role-Playing,Rising Star Games,0.11,0,0,0.01,0.12,Exclusive
6905,Lunar: Silver Star Harmony,PSP,PlayStation Portable,SONY,7th,Y,2009,Role-Playing,GungHo,0.19,0,0.03,0.02,0.24,Exclusive
7024,Lunar: Silver Star Story,SAT,Sega Saturn,SEGA,5th,N,1996,Role-Playing,Kadokawa Shoten,0,0,0.23,0,0.23,Exclusive
7331,Lunar: Silver Star Story Complete,SAT,Sega Saturn,SEGA,5th,N,1997,Role-Playing,Kadokawa Shoten,0,0,0.21,0,0.21,Non-Exclusive
3629,Lunar: Silver Star Story Complete,PS,PlayStation,SONY,5th,N,1998,Role-Playing,Kadokawa Shoten,0.27,0.18,0.06,0.04,0.55,Non-Exclusive
15048,Lunatic Dawn Tempest,PS2,PlayStation 2,SONY,6th,N,2001,Role-Playing,ArtDink,0,0,0.02,0,0.02,Exclusive
13184,"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2,PlayStation 2,SONY,6th,N,2007,Adventure,505 Games,0,0,0.05,0,0.05,Exclusive
11858,Lupin Sansei: Shijou Saidai no Zunousen,DS,Nintendo DS,Nintendo,7th,Y,2010,Adventure,Namco Bandai Games,0,0,0.07,0,0.07,Exclusive
5981,Lupin the 3rd: Treasure of the Sorcerer King,PS2,PlayStation 2,SONY,6th,N,2002,Adventure,505 Games,0.02,0.02,0.25,0.01,0.29,Exclusive
8333,Luxor 3,Wii,Nintendo Wii,Nintendo,7th,N,2008,Puzzle,Mumbo Jumbo,0.16,0,0,0.01,0.17,Exclusive
16381,Luxor: Pharaoh's Challenge,DS,Nintendo DS,Nintendo,7th,Y,2007,Puzzle,Funsta,0,0.01,0,0,0.01,Exclusive
15053,Luxor: The Wrath of Set,PSP,PlayStation Portable,SONY,7th,Y,2006,Puzzle,Mumbo Jumbo,0.02,0,0,0,0.02,Exclusive
13395,Lux-Pain,DS,Nintendo DS,Nintendo,7th,Y,2008,Adventure,Rising Star Games,0.04,0,0,0,0.05,Exclusive
14492,Lux-Pain (JP sales),DS,Nintendo DS,Nintendo,7th,Y,2008,Adventure,Rising Star Games,0,0,0.03,0,0.03,Exclusive
13296,M&M's Adventure,DS,Nintendo DS,Nintendo,7th,Y,2008,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.05,Exclusive
13519,M&M's Beach Party,Wii,Nintendo Wii,Nintendo,7th,N,2009,Misc,Zoo Digital Publishing,0.04,0,0,0,0.04,Exclusive
6278,M&M's Blast!,GBA,Game Boy Advance,Nintendo,6th,Y,2001,Puzzle,Unknown,0.2,0.07,0,0,0.27,Exclusive
7001,M&M's Kart Racing,Wii,Nintendo Wii,Nintendo,7th,N,2007,Racing,Zoo Digital Publishing,0.22,0,0,0.02,0.23,Exclusive
14213,M&Ms Shell Shocked,PS,PlayStation,SONY,5th,N,2001,Action,Berkeley,0.02,0.01,0,0,0.03,Exclusive
7812,Mace Griffin: Bounty Hunter,PS2,PlayStation 2,SONY,6th,N,2003,Shooter,Electronic Arts,0.09,0.07,0,0.02,0.19,Non-Exclusive
10374,Mace Griffin: Bounty Hunter,XB,Xbox,Microsoft,6th,N,2003,Shooter,Electronic Arts,0.08,0.02,0,0,0.11,Non-Exclusive
7862,Mace: The Dark Age,N64,Nintendo 64,Nintendo,5th,N,1997,Fighting,GT Interactive,0.15,0.04,0,0,0.19,Exclusive
15686,Machi: Unmei no Kousaten,PSP,PlayStation Portable,SONY,7th,Y,2006,Adventure,ChunSoft,0,0,0.02,0,0.02,Exclusive
10616,Machi-Ing Maker 3 x Tousouchuu,PSP,PlayStation Portable,SONY,7th,Y,2010,Simulation,D3Publisher,0,0,0.1,0,0.1,Exclusive
15689,Machi-ing Maker 4,PS3,PlayStation 3,SONY,7th,N,2011,Strategy,D3Publisher,0,0,0.02,0,0.02,Exclusive
11959,Machine Head,PS,PlayStation,SONY,5th,N,1996,Shooter,Eidos Interactive,0.04,0.03,0,0,0.07,Exclusive
10475,Macross 30: Ginga o Tsunagu Utagoe,PS3,PlayStation 3,SONY,7th,N,2013,Shooter,Namco Bandai Games,0,0,0.1,0,0.1,Exclusive
8601,Macross Ace Frontier,PSP,PlayStation Portable,SONY,7th,Y,2008,Simulation,Namco Bandai Games,0,0,0.16,0,0.16,Exclusive
5894,Macross Digital Mission VF-X,PS,PlayStation,SONY,5th,N,1997,Simulation,Namco Bandai Games,0,0,0.28,0.02,0.3,Exclusive
9810,Macross Triangle Frontier,PSP,PlayStation Portable,SONY,7th,Y,2011,Action,Namco Bandai Games,0,0,0.12,0,0.12,Exclusive
8311,Macross Ultimate Frontier,PSP,PlayStation Portable,SONY,7th,Y,2009,Action,Namco Bandai Games,0,0,0.17,0,0.17,Exclusive
8973,Mad Dash Racing,XB,Xbox,Microsoft,6th,N,2001,Racing,Eidos Interactive,0.11,0.03,0,0.01,0.15,Exclusive
11105,Mad Dog McCree: Gunslinger Pack,Wii,Nintendo Wii,Nintendo,7th,N,2009,Shooter,Majesco Entertainment,0.08,0,0,0.01,0.09,Exclusive
12406,Mad Maestro!,PS2,PlayStation 2,SONY,6th,N,2001,Misc,Eidos Interactive,0.03,0.02,0,0.01,0.06,Exclusive
1834,Mad Max (2015),PS4,PlayStation 4,SONY,8th,N,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.58,0.04,0.17,1.11,Non-Exclusive
4279,Mad Max (2015),XOne,Xbox One,Microsoft,8th,N,2015,Action,Warner Bros. Interactive Entertainment,0.26,0.16,0,0.04,0.46,Non-Exclusive
1507,Madagascar,PS2,PlayStation 2,SONY,6th,N,2005,Platform,Activision,0.78,0.45,0,0.07,1.31,Non-Exclusive
3067,Madagascar,GC,GameCube,Nintendo,6th,N,2005,Platform,Activision,0.52,0.13,0,0.02,0.66,Non-Exclusive
6225,Madagascar,XB,Xbox,Microsoft,6th,N,2005,Platform,Activision,0.21,0.06,0,0.01,0.28,Non-Exclusive
5061,Madagascar: Escape 2 Africa,PS2,PlayStation 2,SONY,6th,N,2008,Action,Activision,0.12,0,0,0.26,0.38,Non-Exclusive
3608,Madagascar: Escape 2 Africa,Wii,Nintendo Wii,Nintendo,7th,N,2008,Action,Activision,0.32,0.18,0,0.05,0.56,Non-Exclusive
6656,Madagascar: Escape 2 Africa,X360,Xbox 360,Microsoft,7th,N,2008,Action,Activision,0.12,0.1,0,0.03,0.25,Non-Exclusive
4090,Madagascar: Operation Penguin,GBA,Game Boy Advance,Nintendo,6th,Y,2005,Action,Activision,0.35,0.13,0,0.01,0.48,Exclusive
2421,Madden Football 64,N64,Nintendo 64,Nintendo,5th,N,1997,Sports,Electronic Arts,0.81,0.04,0,0.01,0.86,Exclusive
212,Madden NFL 06,PS2,PlayStation 2,SONY,6th,N,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,Non-Exclusive
3526,Madden NFL 06,GC,GameCube,Nintendo,6th,N,2005,Sports,Electronic Arts,0.44,0.11,0,0.02,0.57,Non-Exclusive
926,Madden NFL 06,XB,Xbox,Microsoft,6th,N,2005,Sports,Electronic Arts,1.75,0.03,0,0.08,1.86,Non-Exclusive
241,Madden NFL 07,PS2,PlayStation 2,SONY,6th,N,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,Non-Exclusive
3248,Madden NFL 07,GC,GameCube,Nintendo,6th,N,2006,Sports,Electronic Arts,0.48,0.13,0,0.02,0.62,Non-Exclusive
2039,Madden NFL 07,XB,Xbox,Microsoft,6th,N,2006,Sports,Electronic Arts,0.97,0.03,0,0.03,1.02,Non-Exclusive
601,Madden NFL 08,PS2,PlayStation 2,SONY,6th,N,2007,Sports,Electronic Arts,2.14,0.08,0,0.35,2.57,Non-Exclusive
11655,Madden NFL 08,GC,GameCube,Nintendo,6th,N,2007,Sports,Electronic Arts,0.06,0.02,0,0,0.08,Non-Exclusive
6047,Madden NFL 08,XB,Xbox,Microsoft,6th,N,2007,Sports,Electronic Arts,0.22,0.06,0,0.01,0.29,Non-Exclusive
1271,Madden NFL 09,PS2,PlayStation 2,SONY,6th,N,2008,Sports,Electronic Arts,1.22,0,0,0.27,1.49,Non-Exclusive
8195,Madden NFL 09,XB,Xbox,Microsoft,6th,N,2008,Sports,Electronic Arts,0.13,0.04,0,0.01,0.18,Non-Exclusive
5499,Madden NFL 09,DS,Nintendo DS,Nintendo,7th,Y,2008,Sports,Electronic Arts,0.3,0,0,0.03,0.33,Non-Exclusive
2434,Madden NFL 09 All-Play,Wii,Nintendo Wii,Nintendo,7th,N,2008,Sports,Electronic Arts,0.78,0.01,0,0.07,0.85,Exclusive
2126,Madden NFL 10,PS2,PlayStation 2,SONY,6th,N,2009,Sports,Electronic Arts,0.88,0,0,0.1,0.98,Non-Exclusive
2803,Madden NFL 10,Wii,Nintendo Wii,Nintendo,7th,N,2009,Sports,Electronic Arts,0.63,0.04,0,0.06,0.73,Non-Exclusive
517,Madden NFL 10,X360,Xbox 360,Microsoft,7th,N,2009,Sports,Electronic Arts,2.52,0.09,0,0.22,2.83,Non-Exclusive
3995,Madden NFL 11,PS2,PlayStation 2,SONY,6th,N,2010,Sports,Electronic Arts,0.41,0.02,0,0.07,0.5,Non-Exclusive
558,Madden NFL 11,X360,Xbox 360,Microsoft,7th,N,2010,Sports,Electronic Arts,2.38,0.12,0,0.18,2.69,Non-Exclusive
2778,Madden NFL 11,Wii,Nintendo Wii,Nintendo,7th,N,2011,Sports,Unknown,0.7,0,0,0.05,0.74,Non-Exclusive
719,Madden NFL 12,PS3,PlayStation 3,SONY,7th,N,2011,Sports,Electronic Arts,1.93,0.15,0,0.17,2.25,Non-Exclusive
4277,Madden NFL 12,Wii,Nintendo Wii,Nintendo,7th,N,2011,Sports,Electronic Arts,0.43,0,0,0.03,0.46,Non-Exclusive
556,Madden NFL 12,X360,Xbox 360,Microsoft,7th,N,2011,Sports,Electronic Arts,2.42,0.11,0,0.16,2.69,Non-Exclusive
604,Madden NFL 13,PS3,PlayStation 3,SONY,7th,N,2012,Sports,Electronic Arts,2.11,0.23,0,0.22,2.56,Non-Exclusive
3732,Madden NFL 13,Wii,Nintendo Wii,Nintendo,7th,N,2012,Sports,Electronic Arts,0.51,0,0,0.03,0.54,Non-Exclusive
507,Madden NFL 13,X360,Xbox 360,Microsoft,7th,N,2012,Sports,Electronic Arts,2.53,0.16,0,0.17,2.86,Non-Exclusive
1373,Madden NFL 15,PS3,PlayStation 3,SONY,7th,N,2014,Sports,Electronic Arts,1.07,0.15,0,0.19,1.41,Non-Exclusive
844,Madden NFL 15,X360,Xbox 360,Microsoft,7th,N,2014,Sports,Electronic Arts,1.76,0.09,0,0.17,2.02,Non-Exclusive
2525,Madden NFL 16,PS3,PlayStation 3,SONY,7th,N,2015,Sports,Electronic Arts,0.56,0.11,0,0.15,0.82,Non-Exclusive
2125,Madden NFL 16,X360,Xbox 360,Microsoft,7th,N,2015,Sports,Electronic Arts,0.82,0.05,0,0.1,0.98,Non-Exclusive
11706,Madden NFL 17,PS3,PlayStation 3,SONY,7th,N,2016,Sports,Electronic Arts,0.05,0.01,0,0.01,0.08,Non-Exclusive
11566,Madden NFL 17,X360,Xbox 360,Microsoft,7th,N,2016,Sports,Electronic Arts,0.06,0.01,0,0.01,0.08,Non-Exclusive
1005,Madden NFL 2000,PS,PlayStation,SONY,5th,N,1998,Sports,Electronic Arts,1.68,0.04,0,0.04,1.75,Non-Exclusive
3328,Madden NFL 2000,N64,Nintendo 64,Nintendo,5th,N,1999,Sports,Electronic Arts,0.58,0.02,0,0,0.61,Non-Exclusive
1087,Madden NFL 2001,PS,PlayStation,SONY,5th,N,2000,Sports,Electronic Arts,1.58,0.05,0,0.04,1.67,Non-Exclusive
3177,Madden NFL 2001,N64,Nintendo 64,Nintendo,5th,N,2000,Sports,Electronic Arts,0.6,0.03,0,0.01,0.64,Non-Exclusive
1390,Madden NFL 2002,PS,PlayStation,SONY,5th,N,2001,Sports,Electronic Arts,0.78,0.53,0,0.09,1.39,Non-Exclusive
4499,Madden NFL 2002,N64,Nintendo 64,Nintendo,5th,N,2001,Sports,Electronic Arts,0.41,0.02,0,0,0.43,Non-Exclusive
3503,Madden NFL 2002,XB,Xbox,Microsoft,6th,N,2011,Sports,Unknown,0.53,0.02,0,0.03,0.58,Non-Exclusive
280,Madden NFL 2003,PS2,PlayStation 2,SONY,6th,N,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,Non-Exclusive
4552,Madden NFL 2003,GC,GameCube,Nintendo,6th,N,2002,Sports,Electronic Arts,0.33,0.09,0,0.01,0.43,Non-Exclusive
2860,Madden NFL 2003,XB,Xbox,Microsoft,6th,N,2002,Sports,Electronic Arts,0.67,0.02,0,0.03,0.71,Non-Exclusive
3898,Madden NFL 2004,GC,GameCube,Nintendo,6th,N,2003,Sports,Electronic Arts,0.4,0.1,0,0.01,0.51,Non-Exclusive
1883,Madden NFL 2004,XB,Xbox,Microsoft,6th,N,2003,Sports,Electronic Arts,1.02,0.02,0,0.05,1.09,Non-Exclusive
180,Madden NFL 2004,PS2,PlayStation 2,SONY,6th,N,2011,Sports,Electronic Arts,4.26,0.26,0.01,0.71,5.23,Non-Exclusive
239,Madden NFL 2005,PS2,PlayStation 2,SONY,6th,N,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,Non-Exclusive
2915,Madden NFL 2005,GC,GameCube,Nintendo,6th,N,2004,Sports,Electronic Arts,0.54,0.14,0,0.02,0.7,Non-Exclusive
1040,Madden NFL 2005,XB,Xbox,Microsoft,6th,N,2004,Sports,Electronic Arts,1.61,0.03,0,0.08,1.72,Non-Exclusive
984,Madden NFL 25,PS3,PlayStation 3,SONY,7th,N,2013,Sports,Electronic Arts,1.59,0.03,0,0.15,1.77,Non-Exclusive
751,Madden NFL 25,X360,Xbox 360,Microsoft,7th,N,2013,Sports,Electronic Arts,1.97,0.07,0,0.13,2.18,Non-Exclusive
1497,Madden NFL 97,PS,PlayStation,SONY,5th,N,1996,Sports,Electronic Arts,0.73,0.5,0,0.09,1.32,Exclusive
1439,Madden NFL 98,PS,PlayStation,SONY,5th,N,1997,Sports,Electronic Arts,1.29,0.03,0,0.03,1.35,Exclusive
1023,Madden NFL 99,PS,PlayStation,SONY,5th,N,1998,Sports,Electronic Arts,1.66,0.04,0,0.04,1.74,Non-Exclusive
2313,Madden NFL 99,N64,Nintendo 64,Nintendo,5th,N,1998,Sports,Electronic Arts,0.84,0.05,0,0.01,0.9,Non-Exclusive
4958,Madden NFL Football,3DS,Nintendo 3DS,Nintendo,8th,Y,2011,Sports,Electronic Arts,0.36,0.01,0,0.03,0.39,Exclusive
14323,Madou Monogatari,SAT,Sega Saturn,SEGA,5th,N,1998,Role-Playing,Compile,0,0,0.03,0,0.03,Exclusive
2564,MadWorld,Wii,Nintendo Wii,Nintendo,7th,N,2009,Action,Sega,0.46,0.25,0.02,0.07,0.8,Exclusive
2933,Mafia,PS2,PlayStation 2,SONY,6th,N,2004,Action,Illusion Softworks,0.34,0.27,0,0.09,0.7,Non-Exclusive
7053,Mafia,XB,Xbox,Microsoft,6th,N,2004,Action,Take-Two Interactive,0.17,0.05,0,0.01,0.23,Non-Exclusive
1239,Mafia II,PS3,PlayStation 3,SONY,7th,N,2010,Action,Take-Two Interactive,0.5,0.72,0.04,0.26,1.52,Non-Exclusive
1196,Mafia II,X360,Xbox 360,Microsoft,7th,N,2010,Action,Take-Two Interactive,0.84,0.56,0,0.15,1.55,Non-Exclusive
1496,MAG: Massive Action Game,PS3,PlayStation 3,SONY,7th,N,2010,Shooter,Sony Computer Entertainment,0.77,0.3,0.09,0.16,1.32,Exclusive
15064,Mage Knight: Destiny's Soldier,DS,Nintendo DS,Nintendo,7th,Y,2006,Strategy,Namco Bandai Games,0.02,0,0,0,0.02,Exclusive
12610,Magi: Aratanaru Sekai,3DS,Nintendo 3DS,Nintendo,8th,Y,2014,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06,Exclusive
11938,Magi: The Labyrinth of Beginning,3DS,Nintendo 3DS,Nintendo,8th,Y,2013,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07,Exclusive
13333,Magic Carpet,PS,PlayStation,SONY,5th,N,1995,Shooter,Electronic Arts,0.03,0.02,0,0,0.05,Exclusive
15921,Magic Encyclopedia: Moonlight,DS,Nintendo DS,Nintendo,7th,Y,2010,Misc,Foreign Media Games,0,0.01,0,0,0.02,Exclusive
11750,Magic Pengel: The Quest for Color,PS2,PlayStation 2,SONY,6th,N,2002,Role-Playing,Taito,0.04,0.03,0,0.01,0.07,Exclusive
8525,Magic: The Gathering - Battlegrounds,XB,Xbox,Microsoft,6th,N,2003,Strategy,Atari,0.12,0.03,0,0.01,0.16,Exclusive
9718,Magic: The Gathering - Battlemage,PS,PlayStation,SONY,5th,N,1997,Strategy,Acclaim Entertainment,0.07,0.05,0,0.01,0.12,Exclusive
13949,Magical Starsign (JP sales),DS,Nintendo DS,Nintendo,7th,Y,2006,Role-Playing,Nintendo,0,0,0.04,0,0.04,Exclusive
7979,Magical Starsign (US sales),DS,Nintendo DS,Nintendo,7th,Y,2006,Role-Playing,Nintendo,0.16,0.03,0,0,0.19,Exclusive
7619,Magical Tetris Challenge,N64,Nintendo 64,Nintendo,5th,N,1997,Puzzle,Activision,0.13,0.02,0.05,0,0.2,Exclusive
6372,Magical Vacation,GBA,Game Boy Advance,Nintendo,6th,Y,2001,Role-Playing,Nintendo,0,0,0.26,0.01,0.27,Exclusive
7630,Magical ZhuZhu Princess: Carriages & Castles,DS,Nintendo DS,Nintendo,7th,Y,2011,Simulation,Activision,0.14,0.04,0,0.02,0.2,Exclusive
16469,Magicians Academy,PS2,PlayStation 2,SONY,6th,N,2007,Role-Playing,Enterbrain,0,0,0.01,0,0.01,Exclusive
3751,Magician's Quest: Mysterious Times,DS,Nintendo DS,Nintendo,7th,Y,2008,Role-Playing,Konami Digital Entertainment,0.04,0.01,0.48,0,0.54,Exclusive
7348,Magician's Quest: Town of Magic,3DS,Nintendo 3DS,Nintendo,8th,Y,2012,Simulation,Konami Digital Entertainment,0,0,0.21,0,0.21,Exclusive
5823,Magna Carta 2,X360,Xbox 360,Microsoft,7th,N,2009,Role-Playing,Banpresto,0.13,0.08,0.07,0.02,0.3,Exclusive
14206,Magna Carta Portable,PSP,PlayStation Portable,SONY,7th,Y,2006,Role-Playing,Banpresto,0,0,0.03,0,0.03,Exclusive
7250,Magna Carta: Tears of Blood,PS2,PlayStation 2,SONY,6th,N,2004,Role-Playing,505 Games,0.11,0.08,0,0.03,0.22,Exclusive
9286,Magnetica,DS,Nintendo DS,Nintendo,7th,Y,2006,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14,Exclusive
5951,Mah Jong Quest: Expeditions,DS,Nintendo DS,Nintendo,7th,Y,2007,Puzzle,Avanquest,0.02,0.26,0,0.01,0.3,Exclusive
765,Mahjong,NES,Nintendo Entertainment System,Nintendo,3rd,N,1983,Misc,Nintendo,0.01,0,2.13,0,2.14,Exclusive
14067,Mahjong 300,DS,Nintendo DS,Nintendo,7th,Y,2011,Puzzle,Avanquest,0,0.03,0,0,0.04,Exclusive
13399,Mahjong 3D: Warriors of the Emperor,3DS,Nintendo 3DS,Nintendo,8th,Y,2011,Misc,DTP Entertainment,0,0.04,0,0.01,0.05,Exclusive
11141,Mahjong Cub3D,3DS,Nintendo 3DS,Nintendo,8th,Y,2011,Puzzle,Sunsoft,0.07,0,0.02,0,0.09,Exclusive
8338,Mahjong Fight Club,PSP,PlayStation Portable,SONY,7th,Y,2004,Misc,Konami Digital Entertainment,0,0,0.17,0,0.17,Exclusive
11930,Mahjong Fight Club DS: Wi-Fi Taiou,DS,Nintendo DS,Nintendo,7th,Y,2006,Misc,Konami Digital Entertainment,0,0,0.07,0,0.07,Exclusive
14574,Mahjong Kakutou Club: Zenkoku Taisenban,PS3,PlayStation 3,SONY,7th,N,2006,Misc,Konami Digital Entertainment,0,0,0.03,0,0.03,Exclusive
11204,Mahjong Master,N64,Nintendo 64,Nintendo,5th,N,1996,Misc,Konami Digital Entertainment,0,0,0.09,0,0.09,Exclusive
14040,Mahjong Taikai,DS,Nintendo DS,Nintendo,7th,Y,2004,Misc,Tecmo Koei,0,0,0.04,0,0.04,Exclusive
16246,Mahjong Taikai IV,PS3,PlayStation 3,SONY,7th,N,2006,Misc,Tecmo Koei,0,0,0.01,0,0.01,Exclusive
7836,Mahjong: Journey Quest for Tikal,DS,Nintendo DS,Nintendo,7th,Y,2008,Puzzle,Rondomedia,0.15,0.03,0,0.01,0.19,Exclusive
