rank,name,platform,platform_full,Console_manufacturer,Generation,Handheld,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
5266,SOCOM: Tactical Strike,PSP,PlayStation Portable,SONY,7th,Y,2007,Shooter,Sony Computer Entertainment,0.32,0.01,0,0.03,0.35
5403,Football Manager Handheld 2008,PSP,PlayStation Portable,SONY,7th,Y,2007,Sports,Sega,0,0.34,0,0,0.34
5524,"Warhammer 40,000: Squad Command",PSP,PlayStation Portable,SONY,7th,Y,2007,Strategy,THQ,0.11,0.14,0,0.08,0.33
5664,Manhunt 2,PSP,PlayStation Portable,SONY,7th,Y,2007,Action,Take-Two Interactive,0.04,0.18,0,0.1,0.32
5686,Shrek the Third,PSP,PlayStation Portable,SONY,7th,Y,2007,Action,Activision,0.08,0.15,0,0.09,0.32
5691,WipEout Pulse,PSP,PlayStation Portable,SONY,7th,Y,2007,Racing,Sony Computer Entertainment,0.13,0.12,0,0.06,0.32
5795,NBA Live 08,PSP,PlayStation Portable,SONY,7th,Y,2007,Sports,Electronic Arts,0.28,0,0,0.02,0.31
5862,Spider-Man 3,PSP,PlayStation Portable,SONY,7th,Y,2007,Platform,Activision,0.01,0.23,0,0.06,0.3
6180,MLB 07: The Show,PSP,PlayStation Portable,SONY,7th,Y,2007,Sports,Sony Computer Entertainment,0.26,0,0,0.02,0.28
6217,The Warriors,PSP,PlayStation Portable,SONY,7th,Y,2007,Action,Take-Two Interactive,0.23,0.02,0,0.03,0.28
6566,Sega Rally Revo,PSP,PlayStation Portable,SONY,7th,Y,2007,Racing,Sega,0.03,0.15,0,0.08,0.26
6617,Spelling Challenges and more!,PSP,PlayStation Portable,SONY,7th,Y,2007,Misc,Crave Entertainment,0.24,0,0,0.02,0.25
6763,Driver '76,PSP,PlayStation Portable,SONY,7th,Y,2007,Racing,Ubisoft,0.03,0.14,0,0.08,0.25
6883,Ghost Rider,PSP,PlayStation Portable,SONY,7th,Y,2007,Action,Take-Two Interactive,0.22,0,0,0.02,0.24
7155,Gundam Battle Chronicle,PSP,PlayStation Portable,SONY,7th,Y,2007,Action,Namco Bandai Games,0,0,0.22,0,0.22
7203,Aliens vs Predator: Requiem,PSP,PlayStation Portable,SONY,7th,Y,2007,Action,Vivendi Games,0.03,0.12,0,0.07,0.22
7211,Jackass the Game,PSP,PlayStation Portable,SONY,7th,Y,2007,Action,Empire Interactive,0.09,0.08,0,0.05,0.22
7411,Brunswick Pro Bowling,PSP,PlayStation Portable,SONY,7th,Y,2007,Sports,505 Games,0.19,0,0,0.02,0.21
7678,Sid Meier's Pirates!,PSP,PlayStation Portable,SONY,7th,Y,2007,Strategy,Take-Two Interactive,0.16,0.01,0,0.02,0.2
8092,Spider-Man: Friend or Foe,PSP,PlayStation Portable,SONY,7th,Y,2007,Action,Activision,0.16,0,0,0.01,0.18
8314,Pursuit Force: Extreme Justice,PSP,PlayStation Portable,SONY,7th,Y,2007,Action,Sony Computer Entertainment,0.07,0.07,0,0.03,0.17
8832,Suzumiya Haruhi no Yakusoku,PSP,PlayStation Portable,SONY,7th,Y,2007,Adventure,Namco Bandai Games,0,0,0.15,0,0.15
9152,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",PSP,PlayStation Portable,SONY,7th,Y,2007,Role-Playing,Nippon Ichi Software,0,0,0.13,0,0.14
9221,Hard Rock Casino,PSP,PlayStation Portable,SONY,7th,Y,2007,Misc,Oxygen Interactive,0.12,0,0,0.01,0.14
9224,Wild ARMs XF,PSP,PlayStation Portable,SONY,7th,Y,2007,Role-Playing,505 Games,0.07,0,0.06,0.01,0.14
9680,Diner Dash: Sizzle & Serve,PSP,PlayStation Portable,SONY,7th,Y,2007,Puzzle,Eidos Interactive,0.11,0,0,0.01,0.12
9752,Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,PSP,PlayStation Portable,SONY,7th,Y,2007,Shooter,Namco Bandai Games,0,0,0.12,0,0.12
9837,Prince of Persia: Rival Swords,PSP,PlayStation Portable,SONY,7th,Y,2007,Action,Ubisoft,0.08,0.02,0,0.02,0.12
9950,Tales of Destiny 2,PSP,PlayStation Portable,SONY,7th,Y,2007,Role-Playing,Namco Bandai Games,0,0,0.12,0,0.12
9962,TMNT,PSP,PlayStation Portable,SONY,7th,Y,2007,Action,Ubisoft,0.1,0.01,0,0.01,0.12
10108,Surf's Up,PSP,PlayStation Portable,SONY,7th,Y,2007,Sports,Ubisoft,0.02,0.06,0,0.03,0.11
10297,Rocky Balboa,PSP,PlayStation Portable,SONY,7th,Y,2007,Sports,Ubisoft,0.01,0.09,0,0.01,0.11
10334,The BIGS,PSP,PlayStation Portable,SONY,7th,Y,2007,Sports,Take-Two Interactive,0.1,0,0,0.01,0.11
10438,Thrillville: Off the Rails,PSP,PlayStation Portable,SONY,7th,Y,2007,Strategy,LucasArts,0.09,0,0,0.01,0.1
10507,Brooktown High: Senior Year,PSP,PlayStation Portable,SONY,7th,Y,2007,Simulation,Konami Digital Entertainment,0.09,0,0,0.01,0.1
10532,Dungeons & Dragons Tactics,PSP,PlayStation Portable,SONY,7th,Y,2007,Strategy,Atari,0.09,0,0,0.01,0.1
10543,Hot Wheels Ultimate Racing,PSP,PlayStation Portable,SONY,7th,Y,2007,Action,Activision,0.09,0,0,0.01,0.1
10967,Atari Classics Evolved,PSP,PlayStation Portable,SONY,7th,Y,2007,Misc,Atari,0.08,0,0,0.01,0.09
11039,Jikkyou Powerful Pro Yakyuu Portable 2,PSP,PlayStation Portable,SONY,7th,Y,2007,Sports,Konami Digital Entertainment,0,0,0.09,0,0.09
11062,Beowulf: The Game,PSP,PlayStation Portable,SONY,7th,Y,2007,Action,Ubisoft,0.08,0,0,0.01,0.09
11199,Major League Baseball 2K7,PSP,PlayStation Portable,SONY,7th,Y,2007,Sports,Take-Two Interactive,0.08,0,0,0.01,0.09
11408,Crush,PSP,PlayStation Portable,SONY,7th,Y,2007,Puzzle,Sega,0.07,0,0,0.01,0.08
11561,7 Wonders of the Ancient World,PSP,PlayStation Portable,SONY,7th,Y,2007,Puzzle,Mumbo Jumbo,0.07,0,0,0.01,0.08
11589,Bleach: Heat the Soul 4,PSP,PlayStation Portable,SONY,7th,Y,2007,Fighting,Sony Computer Entertainment,0,0,0.08,0,0.08
11597,Alien Syndrome,PSP,PlayStation Portable,SONY,7th,Y,2007,Role-Playing,Sega,0.07,0,0,0.01,0.08
11682,Fate/Tiger Colosseum,PSP,PlayStation Portable,SONY,7th,Y,2007,Fighting,Capcom,0,0,0.08,0,0.08
12039,Ultimate Board Game Collection,PSP,PlayStation Portable,SONY,7th,Y,2007,Misc,Xplosiv,0.06,0,0,0.01,0.07
12115,Dragoneer's Aria,PSP,PlayStation Portable,SONY,7th,Y,2007,Role-Playing,Tecmo Koei,0.02,0,0.05,0,0.07
12178,R-Type Command,PSP,PlayStation Portable,SONY,7th,Y,2007,Strategy,Rising Star Games,0.05,0,0.01,0.01,0.07
12181,Dungeon Maker II: The Hidden War,PSP,PlayStation Portable,SONY,7th,Y,2007,Role-Playing,Global A Entertainment,0.06,0,0,0.01,0.07
12331,Bomberman Land,PSP,PlayStation Portable,SONY,7th,Y,2007,Misc,Hudson Entertainment,0.06,0,0,0.01,0.06
12365,The Legend of Heroes: Trails in the Sky Second Chapter,PSP,PlayStation Portable,SONY,7th,Y,2007,Role-Playing,Falcom Corporation,0,0,0.06,0,0.06
12462,Coded Arms: Contagion,PSP,PlayStation Portable,SONY,7th,Y,2007,Shooter,Konami Digital Entertainment,0.05,0,0,0.01,0.06
12473,Warriors of the Lost Empire,PSP,PlayStation Portable,SONY,7th,Y,2007,Role-Playing,Mercury Games,0.05,0,0,0.01,0.06
12551,Impossible Mission,PSP,PlayStation Portable,SONY,7th,Y,2007,Platform,System 3 Arcade Software,0,0.04,0,0.02,0.06
12661,Hajime no Ippo Portable: Victorious Spirits,PSP,PlayStation Portable,SONY,7th,Y,2007,Fighting,Grand Prix Games,0,0,0.06,0,0.06
12842,Virtua Tennis 3,PSP,PlayStation Portable,SONY,7th,Y,2007,Sports,Sega,0.02,0.03,0,0.01,0.05
12969,Taito Legends Power Up,PSP,PlayStation Portable,SONY,7th,Y,2007,Action,Destineer,0.05,0,0,0,0.05
12971,Metal Slug Anthology,PSP,PlayStation Portable,SONY,7th,Y,2007,Shooter,Ignition Entertainment,0.02,0,0.02,0.01,0.05
13283,Smash Court Tennis 3,PSP,PlayStation Portable,SONY,7th,Y,2007,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.05
13505,Heatseeker,PSP,PlayStation Portable,SONY,7th,Y,2007,Action,Codemasters,0.04,0,0,0,0.04
13520,Dead Head Fred,PSP,PlayStation Portable,SONY,7th,Y,2007,Action,D3Publisher,0.04,0,0,0,0.04
13629,Pocket Pool,PSP,PlayStation Portable,SONY,7th,Y,2007,Action,Conspiracy Entertainment,0.04,0,0,0,0.04
13690,Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP,PlayStation Portable,SONY,7th,Y,2007,Racing,Black Bean Games,0.03,0,0,0,0.04
13715,SWAT: Target Liberty,PSP,PlayStation Portable,SONY,7th,Y,2007,Shooter,Vivendi Games,0.03,0,0,0,0.04
13897,R-Type Command (correct US sales),PSP,PlayStation Portable,SONY,7th,Y,2007,Strategy,Rising Star Games,0.04,0,0,0,0.04
14009,Napoleon Dynamite: The Game,PSP,PlayStation Portable,SONY,7th,Y,2007,Puzzle,Crave Entertainment,0.03,0,0,0,0.04
14133,NHRA Drag Racing: Countdown to the Championship,PSP,PlayStation Portable,SONY,7th,Y,2007,Racing,THQ,0.03,0,0,0,0.03
14212,Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,PSP,PlayStation Portable,SONY,7th,Y,2007,Role-Playing,Nippon Ichi Software,0,0,0.03,0,0.03
14249,Legend of the Dragon,PSP,PlayStation Portable,SONY,7th,Y,2007,Fighting,Game Factory,0.03,0,0,0,0.03
14308,Saru! Get You! SaruSaru Daisakusen,PSP,PlayStation Portable,SONY,7th,Y,2007,Platform,Sony Computer Entertainment,0,0,0.03,0,0.03
14454,Hot Pixel,PSP,PlayStation Portable,SONY,7th,Y,2007,Puzzle,Atari,0.03,0,0,0,0.03
14481,Minna no Golf Jou Vol.1,PSP,PlayStation Portable,SONY,7th,Y,2007,Sports,Sony Computer Entertainment,0,0,0.03,0,0.03
14500,N+,PSP,PlayStation Portable,SONY,7th,Y,2007,Platform,Atari,0.03,0,0,0,0.03
14576,NBA 08,PSP,PlayStation Portable,SONY,7th,Y,2007,Sports,Sony Computer Entertainment,0.03,0,0,0,0.03
14700,HotBrain,PSP,PlayStation Portable,SONY,7th,Y,2007,Puzzle,Midway Games,0.02,0,0,0,0.03
14954,World Series of Poker 2008: Battle for the Bracelets,PSP,PlayStation Portable,SONY,7th,Y,2007,Misc,Activision,0.02,0,0,0,0.02
14968,Chili Con Carnage,PSP,PlayStation Portable,SONY,7th,Y,2007,Shooter,Eidos Interactive,0,0.02,0,0.01,0.02
15003,Wangan Midnight Portable,PSP,PlayStation Portable,SONY,7th,Y,2007,Racing,Genki,0,0,0.02,0,0.02
15122,Minna no Chizu 2,PSP,PlayStation Portable,SONY,7th,Y,2007,Misc,Zenrin,0,0,0.02,0,0.02
15162,Warriors of the Lost Empire (JP sales),PSP,PlayStation Portable,SONY,7th,Y,2007,Role-Playing,Mercury Games,0,0,0.02,0,0.02
15231,The Fast and the Furious,PSP,PlayStation Portable,SONY,7th,Y,2007,Racing,Deep Silver,0.02,0,0,0,0.02
15239,Puyo Puyo! 15th Anniversary,PSP,PlayStation Portable,SONY,7th,Y,2007,Puzzle,Sega,0,0,0.02,0,0.02
15316,Puzzle Quest: Challenge of the Warlords,PSP,PlayStation Portable,SONY,7th,Y,2007,Puzzle,D3Publisher,0.01,0,0,0,0.02
15464,AIR,PSP,PlayStation Portable,SONY,7th,Y,2007,Adventure,Prototype,0,0,0.02,0,0.02
15545,Snow Portable,PSP,PlayStation Portable,SONY,7th,Y,2007,Adventure,Prototype,0,0,0.02,0,0.02
15594,Puzzle Guzzle,PSP,PlayStation Portable,SONY,7th,Y,2007,Puzzle,DHM Interactive,0.02,0,0,0,0.02
15775,Cube,PSP,PlayStation Portable,SONY,7th,Y,2007,Puzzle,D3Publisher,0.02,0,0,0,0.02
16015,UEFA Champions League 2006-2007,PSP,PlayStation Portable,SONY,7th,Y,2007,Sports,Electronic Arts,0.01,0,0,0,0.01
16257,Goku Makaimura Kai,PSP,PlayStation Portable,SONY,7th,Y,2007,Platform,Capcom,0,0,0.01,0,0.01
16309,Full Auto 2: Battlelines,PSP,PlayStation Portable,SONY,7th,Y,2007,Racing,Sega,0,0.01,0,0,0.01
16321,Dungeon Explorer: Warriors of Ancient Arts,PSP,PlayStation Portable,SONY,7th,Y,2007,Role-Playing,Rising Star Games,0.01,0,0,0,0.01
16593,Eiyuu Densetsu: Sora no Kiseki Material Collection Portable,PSP,PlayStation Portable,SONY,7th,Y,2007,Role-Playing,Falcom Corporation,0,0,0.01,0,0.01
14,Wii Fit,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Nintendo,8.94,8.03,3.6,2.15,22.72
49,Super Mario Galaxy,Wii,Nintendo Wii,Nintendo,7th,N,2007,Platform,Nintendo,6.16,3.4,1.2,0.76,11.52
81,Mario Party 8,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Nintendo,3.81,2.3,1.58,0.73,8.42
86,Mario & Sonic at the Olympic Games,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Sega,2.58,3.9,0.66,0.91,8.06
151,LEGO Star Wars: The Complete Saga,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,LucasArts,3.66,1.63,0,0.53,5.83
207,Link's Crossbow Training,Wii,Nintendo Wii,Nintendo,7th,N,2007,Shooter,Nintendo,3.06,1.18,0.29,0.46,5
231,Guitar Hero III: Legends of Rock,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Activision,3.06,1.12,0,0.44,4.62
287,Carnival Games,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1
321,Big Brain Academy: Wii Degree,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82
330,Super Paper Mario,Wii,Nintendo Wii,Nintendo,7th,N,2007,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76
492,Cooking Mama: Cook Off,Wii,Nintendo Wii,Nintendo,7th,N,2007,Simulation,505 Games,1.43,1.13,0.05,0.3,2.91
543,Sonic and the Secret Rings,Wii,Nintendo Wii,Nintendo,7th,N,2007,Platform,Sega,1.24,1.2,0.04,0.3,2.77
582,Mario Strikers Charged,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Nintendo,1.07,1.06,0.24,0.25,2.62
611,Game Party,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Midway Games,1.5,0.78,0,0.24,2.52
714,Resident Evil 4,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Capcom,1.34,0.57,0.14,0.21,2.26
804,Dance Dance Revolution: Hottest Party,Wii,Nintendo Wii,Nintendo,7th,N,2007,Simulation,Konami Digital Entertainment,1.36,0.52,0,0.2,2.08
938,Rayman Raving Rabbids 2,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Ubisoft,0.83,0.82,0,0.2,1.85
957,Metroid Prime 3: Corruption,Wii,Nintendo Wii,Nintendo,7th,N,2007,Shooter,Nintendo,0.91,0.74,0.07,0.09,1.82
982,High School Musical: Sing It!,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Disney Interactive Studios,1.16,0.45,0,0.16,1.77
1082,MySims,Wii,Nintendo Wii,Nintendo,7th,N,2007,Simulation,Electronic Arts,0.91,0.55,0.04,0.17,1.68
1211,Resident Evil: The Umbrella Chronicles,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Capcom,0.68,0.43,0.29,0.14,1.54
1324,Smarty Pants,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Electronic Arts,0.53,0.76,0,0.16,1.45
1398,Hannah Montana: Spotlight World Tour,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Disney Interactive Studios,0.87,0.38,0,0.13,1.39
1410,Disney Princess: Enchanted Journey,Wii,Nintendo Wii,Nintendo,7th,N,2007,Adventure,Disney Interactive Studios,1.24,0.04,0,0.09,1.38
1521,EA Playground,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Electronic Arts,0.69,0.48,0,0.13,1.3
1566,Rockstar Games presents Table Tennis,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Take-Two Interactive,0.39,0.73,0,0.15,1.27
1583,Winter Sports: The Ultimate Challenge,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,RTL,0.45,0.68,0,0.12,1.26
1612,Ben 10: Protector of Earth,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,D3Publisher,0.55,0.55,0,0.13,1.23
1633,The Sims 2: Castaway,Wii,Nintendo Wii,Nintendo,7th,N,2007,Simulation,Electronic Arts,0.45,0.64,0,0.14,1.23
1844,Need for Speed: ProStreet,Wii,Nintendo Wii,Nintendo,7th,N,2007,Racing,Electronic Arts,0.54,0.46,0,0.12,1.11
1892,Endless Ocean,Wii,Nintendo Wii,Nintendo,7th,N,2007,Adventure,Nintendo,0.44,0.47,0.09,0.09,1.09
1993,Dragon Ball Z: Budokai Tenkaichi 3,Wii,Nintendo Wii,Nintendo,7th,N,2007,Fighting,Atari,0.33,0.37,0.26,0.09,1.04
2017,Tiger Woods PGA Tour 08,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Electronic Arts,0.94,0.02,0,0.08,1.03
2023,The Simpsons Game,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Electronic Arts,0.45,0.47,0,0.11,1.03
2028,FIFA Soccer 08,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02
2029,Naruto: Clash of Ninja Revolution,Wii,Nintendo Wii,Nintendo,7th,N,2007,Fighting,Tomy Corporation,0.45,0.46,0,0.11,1.02
2101,WWE SmackDown vs Raw 2008,Wii,Nintendo Wii,Nintendo,7th,N,2007,Fighting,THQ,0.38,0.5,0,0.11,0.99
2276,AMF Bowling Pinbusters!,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Bethesda Softworks,0.85,0,0,0.07,0.91
2329,Madden NFL 08,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Electronic Arts,0.82,0.01,0,0.07,0.89
2412,Tomb Raider: Anniversary,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Eidos Interactive,0.12,0.63,0,0.11,0.86
2440,Blazing Angels: Squadrons of WWII,Wii,Nintendo Wii,Nintendo,7th,N,2007,Simulation,Ubisoft,0.74,0.04,0,0.06,0.85
2467,Harvest Moon: Tree of Tranquility,Wii,Nintendo Wii,Nintendo,7th,N,2007,Simulation,Rising Star Games,0.69,0.03,0.06,0.06,0.84
2617,Ghost Squad,Wii,Nintendo Wii,Nintendo,7th,N,2007,Shooter,Sega,0.42,0.21,0.08,0.07,0.79
2779,Namco Museum Remix,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Atari,0.68,0,0,0.05,0.74
2861,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,Nintendo Wii,Nintendo,7th,N,2007,Role-Playing,Square Enix,0.18,0.01,0.5,0.02,0.71
3180,Donkey Kong Barrel Blast,Wii,Nintendo Wii,Nintendo,7th,N,2007,Racing,Nintendo,0.2,0.26,0.11,0.06,0.64
3210,Cabela's Big Game Hunter (2008),Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Activision,0.58,0,0,0.05,0.63
3266,SpongeBob's Atlantis SquarePantis,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,THQ,0.57,0.01,0,0.04,0.62
3413,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Activision,0.52,0.03,0,0.04,0.59
3441,Petz Dogz 2,Wii,Nintendo Wii,Nintendo,7th,N,2007,Simulation,Ubisoft,0.53,0.01,0,0.04,0.58
3527,No More Heroes,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Rising Star Games,0.3,0.17,0.04,0.05,0.57
3714,Manhunt 2,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Take-Two Interactive,0.25,0.23,0,0.06,0.54
3859,Ratatouille,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,THQ,0.44,0.04,0,0.04,0.52
3878,My Word Coach,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Ubisoft,0.46,0.02,0,0.04,0.51
3904,Fire Emblem: Radiant Dawn,Wii,Nintendo Wii,Nintendo,7th,N,2007,Strategy,Nintendo,0.28,0.03,0.17,0.03,0.51
3974,Boogie,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Electronic Arts,0.43,0.03,0,0.04,0.5
4020,Cars Mater-National Championship,Wii,Nintendo Wii,Nintendo,7th,N,2007,Racing,THQ,0.46,0,0,0.04,0.49
4080,Harry Potter and the Order of the Phoenix,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Electronic Arts,0.38,0.06,0,0.04,0.49
4092,The Sims 2: Pets,Wii,Nintendo Wii,Nintendo,7th,N,2007,Simulation,Electronic Arts,0.42,0.03,0,0.04,0.48
4132,Spider-Man 3,Wii,Nintendo Wii,Nintendo,7th,N,2007,Platform,Activision,0.42,0.02,0,0.04,0.48
4237,Crash of the Titans,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Vivendi Games,0.4,0.03,0,0.04,0.46
4306,Pirates of the Caribbean: At World's End,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Disney Interactive Studios,0.39,0.02,0.01,0.04,0.46
4317,Barbie as The Island Princess,Wii,Nintendo Wii,Nintendo,7th,N,2007,Adventure,Activision,0.42,0,0,0.03,0.45
4347,Thrillville: Off the Rails,Wii,Nintendo Wii,Nintendo,7th,N,2007,Strategy,LucasArts,0.39,0.02,0,0.03,0.45
4371,Petz: Catz 2,Wii,Nintendo Wii,Nintendo,7th,N,2007,Simulation,Ubisoft,0.41,0.01,0,0.03,0.45
4484,Nicktoons: Attack of the Toybots,Wii,Nintendo Wii,Nintendo,7th,N,2007,Platform,THQ,0.4,0,0,0.03,0.44
4560,Petz: Horsez 2,Wii,Nintendo Wii,Nintendo,7th,N,2007,Simulation,Ubisoft,0.39,0,0,0.03,0.43
4592,Medal of Honor Heroes 2,Wii,Nintendo Wii,Nintendo,7th,N,2007,Shooter,Electronic Arts,0.34,0.04,0.01,0.04,0.42
4608,NiGHTS: Journey of Dreams,Wii,Nintendo Wii,Nintendo,7th,N,2007,Platform,Sega,0.33,0.03,0.04,0.03,0.42
4655,Zack & Wiki: Quest for Barbaros' Treasure,Wii,Nintendo Wii,Nintendo,7th,N,2007,Adventure,Nintendo,0.18,0.17,0.03,0.04,0.42
4819,TMNT,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Ubisoft,0.34,0.03,0,0.03,0.4
4891,Brunswick Pro Bowling,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,505 Games,0.36,0.01,0,0.03,0.39
4957,The Dog Island,Wii,Nintendo Wii,Nintendo,7th,N,2007,Adventure,Ubisoft,0.35,0.01,0,0.03,0.39
5101,The BIGS,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Take-Two Interactive,0.34,0,0,0.03,0.37
5243,Chicken Shoot,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Zoo Digital Publishing,0.33,0.01,0,0.02,0.36
5276,Battalion Wars 2,Wii,Nintendo Wii,Nintendo,7th,N,2007,Strategy,Nintendo,0.22,0.03,0.08,0.02,0.35
5393,Bee Movie Game,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Activision,0.31,0.01,0,0.03,0.34
5528,SSX Blur,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Electronic Arts,0.29,0.01,0,0.03,0.33
5640,My Horse & Me,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Atari,0.27,0.02,0,0.03,0.32
5710,Fishing Master,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Konami Digital Entertainment,0.29,0,0,0.02,0.31
5839,Trauma Center: New Blood,Wii,Nintendo Wii,Nintendo,7th,N,2007,Simulation,Nintendo,0.22,0.04,0.01,0.03,0.3
5976,MLB Power Pros,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Konami Digital Entertainment,0.23,0,0.04,0.02,0.29
5984,Prince of Persia: Rival Swords,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Ubisoft,0.24,0.03,0,0.02,0.29
5990,Punch-Out!!,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Nintendo,0.02,0.22,0.05,0,0.29
6058,Puzzle Quest: Challenge of the Warlords,Wii,Nintendo Wii,Nintendo,7th,N,2007,Puzzle,D3Publisher,0.26,0,0,0.02,0.29
6069,Shrek the Third,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Activision,0.26,0.01,0,0.02,0.29
6338,Bratz: The Movie,Wii,Nintendo Wii,Nintendo,7th,N,2007,Simulation,THQ,0.24,0.01,0,0.02,0.27
6557,Avatar: The Last Airbender - The Burning Earth,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,THQ,0.24,0,0,0.02,0.26
6646,Tony Hawk's Proving Ground,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Activision,0.22,0.01,0,0.02,0.25
6684,Mortal Kombat: Armageddon,Wii,Nintendo Wii,Nintendo,7th,N,2007,Fighting,Midway Games,0.21,0.02,0,0.02,0.25
6739,We Love Golf!,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Capcom,0.2,0.01,0.03,0.02,0.25
6842,Dancing With The Stars,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Activision,0.22,0,0,0.02,0.24
7001,M&M's Kart Racing,Wii,Nintendo Wii,Nintendo,7th,N,2007,Racing,Zoo Digital Publishing,0.22,0,0,0.02,0.23
7005,Looney Tunes: Acme Arsenal,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0,0.02,0.23
7034,Ultimate Duck Hunting: Hunting & Retrieving Ducks,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Detn8 Games,0.21,0,0,0.02,0.23
7105,Hooked! Real Motion Fishing,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,505 Games,0.21,0,0,0.02,0.23
7189,The Legend of Spyro: The Eternal Night,Wii,Nintendo Wii,Nintendo,7th,N,2007,Platform,Vivendi Games,0.18,0.02,0,0.02,0.22
7330,Final Fantasy Fables: Chocobo's Dungeon,Wii,Nintendo Wii,Nintendo,7th,N,2007,Role-Playing,Square Enix,0.09,0,0.11,0.01,0.21
7928,SoulCalibur Legends,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Namco Bandai Games,0.16,0.01,0,0.01,0.19
7943,One Piece: Unlimited Adventure,Wii,Nintendo Wii,Nintendo,7th,N,2007,Adventure,Namco Bandai Games,0.07,0,0.11,0.01,0.19
7950,Disney's Meet the Robinsons,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Disney Interactive Studios,0.17,0,0,0.01,0.19
7982,Dragon Blade: Wrath of Fire,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,D3Publisher,0.17,0,0,0.01,0.19
